OrderTime,InstrumentID,Price,Volume,ApplSeqNum,OrderBSFlag,ADFlag
09:30:14.460,600985,10.65,100,403059,B,A
09:30:14.570,600985,11.94,1000,403344,S,A
09:30:14.680,600985,11.03,200,403774,B,A
09:30:14.680,600985,10.87,200,403782,B,A
09:30:14.780,600985,11.94,4000,404312,S,A
09:30:14.810,600985,10.51,100,404538,B,A
09:30:14.920,600985,11.0,100,404907,B,A
09:30:14.990,600985,10.78,200,405157,B,A
09:30:14.990,600985,11.0,200,405158,B,A
09:30:15.060,600985,11.35,4000,405358,S,A
09:30:15.240,600985,11.15,100,406152,S,A
09:30:15.240,600985,11.15,200,406371,S,A
09:30:15.240,600985,11.29,1000,406385,S,A
09:30:15.280,600985,11.15,100,406439,S,A
09:30:15.280,600985,11.15,500,406640,S,A
09:30:15.280,600985,11.15,500,406641,S,A
09:30:15.280,600985,11.15,600,406661,S,A
09:30:15.280,600985,11.15,300,406754,S,A
09:30:15.320,600985,11.15,100,406797,S,A
09:30:15.320,600985,11.15,15600,389846,S,D
09:30:15.320,600985,11.14,600,406813,S,A
09:30:15.320,600985,11.15,100,406836,S,A
09:30:15.320,600985,11.15,100,406837,S,A
09:30:15.320,600985,11.15,200,406838,S,A
09:30:15.320,600985,11.15,200,406839,S,A
09:30:15.320,600985,11.15,700,406905,S,A
09:30:15.320,600985,11.15,100,406911,S,A
09:30:15.320,600985,11.15,100,406957,S,A
09:30:15.320,600985,11.0,400,406976,B,A
09:30:15.360,600985,11.14,200,407104,S,A
09:30:15.360,600985,11.14,300,407105,S,A
09:30:15.360,600985,11.14,300,407116,S,A
09:30:15.390,600985,11.0,200,407494,B,A
09:30:15.390,600985,11.19,1000,407664,S,A
09:30:15.440,600985,11.14,800,407750,S,A
09:30:15.440,600985,11.14,100,407838,S,A
09:30:15.440,600985,11.15,200,407985,S,A
09:30:15.440,600985,11.15,200,408029,S,A
09:30:15.440,600985,11.15,400,408054,S,A
09:30:15.480,600985,10.99,400,408354,B,A
09:30:15.560,600985,11.48,500,408589,S,A
09:30:15.560,600985,11.15,100,408689,S,A
09:30:15.560,600985,11.14,1500,408774,S,A
09:30:15.560,600985,11.14,600,408817,S,A
09:30:15.600,600985,11.15,500,408896,S,A
09:30:15.600,600985,11.15,100,379646,S,D
09:30:15.600,600985,11.15,200,379645,S,D
09:30:15.600,600985,11.15,200,379643,S,D
09:30:15.600,600985,11.14,300,409074,S,A
09:30:15.600,600985,11.14,200,409075,S,A
09:30:15.600,600985,11.15,300,379641,S,D
09:30:15.600,600985,11.14,200,409076,S,A
09:30:15.600,600985,11.15,600,379640,S,D
09:30:15.600,600985,11.14,300,409077,S,A
09:30:15.600,600985,11.14,400,409078,S,A
09:30:15.600,600985,11.14,700,409079,S,A
09:30:15.600,600985,11.14,100,409092,S,A
09:30:15.600,600985,11.14,400,409093,S,A
09:30:15.600,600985,11.14,100,409094,S,A
09:30:15.600,600985,11.14,100,409095,S,A
09:30:15.600,600985,11.14,1400,409096,S,A
09:30:15.600,600985,11.14,200,409097,S,A
09:30:15.600,600985,11.14,600,409098,S,A
09:30:15.600,600985,11.14,200,409100,S,A
